"Kod";Nazwa;ludność w tysiącach;
3019084;"Wyrzysk - miasto (4)";5,08;
3019085;"Wyrzysk - obszar wiejski (5)";7,97;
3019093;"Wysoka (3)";6,07;
3019094;"Wysoka - miasto (4)";2,51;
3019095;"Wysoka - obszar wiejski (5)";3,56;
3020000;"Powiat pleszewski";61,25;
3020013;"Chocz (3)";4,40;
3020014;"Chocz - miasto (4)";1,63;
3020015;"Chocz - obszar wiejski (5)";2,77;
3020022;"Czermin (2)";4,80;
3020033;"Dobrzyca (3)";7,63;
3020034;"Dobrzyca - miasto (4)";2,92;
3020035;"Dobrzyca - obszar wiejski (5)";4,71;
3020042;"Gizałki (2)";4,42;
3020052;"Gołuchów (2)";11,02;
3020063;"Pleszew (3)";28,99;
3020064;"Pleszew - miasto (4)";16,61;
3020065;"Pleszew - obszar wiejski (5)";12,38;
3021000;"Powiat poznański";448,66;
3021011;"Luboń (1)";32,84;
3021021;"Puszczykowo (1)";9,29;
3021033;"Buk (3)";12,89;
3021034;"Buk - miasto (4)";5,50;
3021035;"Buk - obszar wiejski (5)";7,39;
3021042;"Czerwonak (2)";28,07;
3021052;"Dopiewo (2)";35,78;
3021062;"Kleszczewo (2)";11,64;
3021072;"Komorniki (2)";36,72;
3021083;"Kostrzyn (3)";20,31;
3021084;"Kostrzyn - miasto (4)";9,86;
3021085;"Kostrzyn - obszar wiejski (5)";10,46;
3021093;"Kórnik (3)";36,67;
3021094;"Kórnik - miasto (4)";8,14;
3021095;"Kórnik - obszar wiejski (5)";28,52;
3021103;"Mosina (3)";35,48;
3021104;"Mosina - miasto (4)";14,50;
3021105;"Mosina - obszar wiejski (5)";20,98;
3021113;"Murowana Goślina (3)";17,05;
3021114;"Murowana Goślina - miasto (4)";10,29;
3021115;"Murowana Goślina - obszar wiejski (5)";6,77;
3021123;"Pobiedziska (3)";21,36;
3021124;"Pobiedziska - miasto (4)";9,89;
3021125;"Pobiedziska - obszar wiejski (5)";11,47;
3021132;"Rokietnica (2)";24,14;
3021143;"Stęszew (3)";15,54;
3021144;"Stęszew - miasto (4)";5,87;
3021145;"Stęszew - obszar wiejski (5)";9,66;
3021152;"Suchy Las (2)";20,66;
3021163;"Swarzędz (3)";56,65;
3021164;"Swarzędz - miasto (4)";28,25;
3021165;"Swarzędz - obszar wiejski (5)";28,40;
3021172;"Tarnowo Podgórne (2)";33,59;
3022000;"Powiat rawicki";58,60;
3022013;"Bojanowo (3)";8,19;
3022014;"Bojanowo - miasto (4)";2,79;
3022015;"Bojanowo - obszar wiejski (5)";5,40;
3022023;"Jutrosin (3)";6,88;
3022024;"Jutrosin - miasto (4)";1,85;
3022025;"Jutrosin - obszar wiejski (5)";5,03;
3022033;"Miejska Górka (3)";8,82;
3022034;"Miejska Górka - miasto (4)";3,05;
3022035;"Miejska Górka - obszar wiejski (5)";5,76;
3022042;"Pakosław (2)";4,79;
3022053;"Rawicz (3)";29,93;
3022054;"Rawicz - miasto (4)";19,66;
3022055;"Rawicz - obszar wiejski (5)";10,27;
3023000;"Powiat słupecki";57,26;
3023011;"Słupca (1)";12,95;
3023022;"Lądek (2)";5,45;
3023032;"Orchowo (2)";3,57;
3023042;"Ostrowite (2)";4,76;
3023052;"Powidz (2)";2,23;
3023062;"Słupca (2)";9,89;
3023072;"Strzałkowo (2)";9,93;
3023083;"Zagórów (3)";8,49;
3023084;"Zagórów - miasto (4)";2,73;
3023085;"Zagórów - obszar wiejski (5)";5,76;
3024000;"Powiat szamotulski";91,66;
3024011;"Obrzycko (1)";2,39;
3024022;"Duszniki (2)";9,62;
3024032;"Kaźmierz (2)";9,43;
3024042;"Obrzycko (2)";4,43;
3024053;"Ostroróg (3)";4,72;
3024054;"Ostroróg - miasto (4)";1,84;
3024055;"Ostroróg - obszar wiejski (5)";2,89;
3024063;"Pniewy (3)";12,38;
3024064;"Pniewy - miasto (4)";8,08;
3024065;"Pniewy - obszar wiejski (5)";4,30;
3024073;"Szamotuły (3)";29,99;
3024074;"Szamotuły - miasto (4)";18,22;
3024075;"Szamotuły - obszar wiejski (5)";11,77;
3024083;"Wronki (3)";18,71;
3024084;"Wronki - miasto (4)";10,51;
3024085;"Wronki - obszar wiejski (5)";8,20;
3025000;"Powiat średzki";59,95;
3025012;"Dominowo (2)";3,44;
3025022;"Krzykosy (2)";7,34;
3025032;"Nowe Miasto nad Wartą (2)";8,59;
3025043;"Środa Wielkopolska (3)";33,68;
3025044;"Środa Wielkopolska - miasto (4)";24,32;
3025045;"Środa Wielkopolska - obszar wiejski (5)";9,36;
3025052;"Zaniemyśl (2)";6,91;
3026000;"Powiat śremski";61,04;
3026012;"Brodnica (2)";4,74;
3026023;"Dolsk (3)";5,78;
3026024;"Dolsk - miasto (4)";1,55;
3026025;"Dolsk - obszar wiejski (5)";4,23;
3026033;"Książ Wielkopolski (3)";8,04;
3026034;"Książ Wielkopolski - miasto (4)";2,54;
3026035;"Książ Wielkopolski - obszar wiejski (5)";5,50;
3026043;"Śrem (3)";42,48;
3026044;"Śrem - miasto (4)";27,82;
3026045;"Śrem - obszar wiejski (5)";14,66;
3027000;"Powiat turecki";80,99;
3027011;"Turek (1)";24,46;
3027022;"Brudzew (2)";5,91;
3027033;"Dobra (3)";5,83;
3027034;"Dobra - miasto (4)";1,33;
3027035;"Dobra - obszar wiejski (5)";4,51;
3027042;"Kawęczyn (2)";4,92;
3027052;"Malanów (2)";6,44;
3027062;"Przykona (2)";4,63;
3027073;"Tuliszków (3)";10,16;
3027074;"Tuliszków - miasto (4)";3,04;
3027075;"Tuliszków - obszar wiejski (5)";7,12;
3027082;"Turek (2)";10,75;
3027092;"Władysławów (2)";7,90;
3028000;"Powiat wągrowiecki";69,01;
3028011;"Wągrowiec (1)";25,40;
3028022;"Damasławek (2)";4,99;
3028033;"Gołańcz (3)";7,77;
3028034;"Gołańcz - miasto (4)";3,18;
3028035;"Gołańcz - obszar wiejski (5)";4,59;
3028042;"Mieścisko (2)";5,68;
3028053;"Skoki (3)";10,18;
3028054;"Skoki - miasto (4)";4,77;
3028055;"Skoki - obszar wiejski (5)";5,41;
3028062;"Wapno (2)";2,68;
3028072;"Wągrowiec (2)";12,32;
3029000;"Powiat wolsztyński";56,67;
3029012;"Przemęt (2)";14,00;
3029022;"Siedlec (2)";12,46;
3029033;"Wolsztyn (3)";30,21;
3029034;"Wolsztyn - miasto (4)";11,94;
3029035;"Wolsztyn - obszar wiejski (5)";18,28;
3030000;"Powiat wrzesiński";78,22;
3030012;"Kołaczkowo (2)";5,59;
3030023;"Miłosław (3)";9,84;
3030024;"Miłosław - miasto (4)";3,39;
3030025;"Miłosław - obszar wiejski (5)";6,45;
3030033;"Nekla (3)";7,92;
3030034;"Nekla - miasto (4)";3,83;
3030035;"Nekla - obszar wiejski (5)";4,09;
3030043;"Pyzdry (3)";6,49;
3030044;"Pyzdry - miasto (4)";2,96;
3030045;"Pyzdry - obszar wiejski (5)";3,53;
3030053;"Września (3)";48,39;
3030054;"Września - miasto (4)";31,76;
3030055;"Września - obszar wiejski (5)";16,63;
3031000;"Powiat złotowski";67,30;
3031011;"Złotów (1)";18,14;
3031023;"Jastrowie (3)";10,81;
3031024;"Jastrowie - miasto (4)";8,26;
3031025;"Jastrowie - obszar wiejski (5)";2,55;
3031033;"Krajenka (3)";7,37;
3031034;"Krajenka - miasto (4)";3,50;
3031035;"Krajenka - obszar wiejski (5)";3,87;
3031042;"Lipka (2)";5,30;
3031053;"Okonek (3)";7,91;
3031054;"Okonek - miasto (4)";3,62;
3031055;"Okonek - obszar wiejski (5)";4,30;
3031062;"Tarnówka (2)";2,97;
3031072;"Zakrzewo (2)";4,83;
3031082;"Złotów (2)";9,98;
3061000;"Powiat m. Kalisz";93,14;
3061011;"Kalisz (1)";93,14;
3062000;"Powiat m. Konin";67,07;
3062011;"Konin (1)";67,07;
3063000;"Powiat m. Leszno";60,05;
3063011;"Leszno (1)";60,05;
3064000;"Powiat m. Poznań";538,44;
3064011;"Poznań (1)";538,44;
3200000;"ZACHODNIOPOMORSKIE";1631,78;
3201000;"Powiat białogardzki";44,37;
3201011;"Białogard (1)";22,42;
3201022;"Białogard (2)";7,25;
3201033;"Karlino (3)";8,49;
3201034;"Karlino - miasto (4)";5,48;
3201035;"Karlino - obszar wiejski (5)";3,02;
3201043;"Tychowo (3)";6,21;
3201044;"Tychowo - miasto (4)";2,33;
3201045;"Tychowo - obszar wiejski (5)";3,88;
3202000;"Powiat choszczeński";44,42;
3202012;"Bierzwnik (2)";4,32;
3202023;"Choszczno (3)";20,11;
3202024;"Choszczno - miasto (4)";13,90;
3202025;"Choszczno - obszar wiejski (5)";6,22;
3202033;"Drawno (3)";4,61;
3202034;"Drawno - miasto (4)";2,16;
3202035;"Drawno - obszar wiejski (5)";2,45;
3202042;"Krzęcin (2)";3,24;
3202053;"Pełczyce (3)";7,18;
3202054;"Pełczyce - miasto (4)";2,40;
3202055;"Pełczyce - obszar wiejski (5)";4,78;
3202063;"Recz (3)";4,96;
3202064;"Recz - miasto (4)";2,65;
3202065;"Recz - obszar wiejski (5)";2,32;
3203000;"Powiat drawski";53,52;
3203013;"Czaplinek (3)";11,11;
3203014;"Czaplinek - miasto (4)";6,66;
3203015;"Czaplinek - obszar wiejski (5)";4,45;
3203023;"Drawsko Pomorskie (3)";16,32;
3203024;"Drawsko Pomorskie - miasto (4)";11,22;
3203025;"Drawsko Pomorskie - obszar wiejski (5)";5,10;
3203033;"Kalisz Pomorski (3)";6,84;
3203034;"Kalisz Pomorski - miasto (4)";4,04;
3203035;"Kalisz Pomorski - obszar wiejski (5)";2,80;
3203052;"Wierzchowo (2)";4,03;
3203063;"Złocieniec (3)";15,22;
3203064;"Złocieniec - miasto (4)";12,05;
3203065;"Złocieniec - obszar wiejski (5)";3,17;
3204000;"Powiat goleniowski";81,36;
3204023;"Goleniów (3)";36,99;
3204024;"Goleniów - miasto (4)";21,46;
3204025;"Goleniów - obszar wiejski (5)";15,52;
3204033;"Maszewo (3)";8,53;
3204034;"Maszewo - miasto (4)";3,30;
3204035;"Maszewo - obszar wiejski (5)";5,23;
3204043;"Nowogard (3)";23,43;
3204044;"Nowogard - miasto (4)";15,70;
3204045;"Nowogard - obszar wiejski (5)";7,73;
3204052;"Osina (2)";2,90;
3204062;"Przybiernów (2)";4,82;
3204073;"Stepnica (3)";4,70;
3204074;"Stepnica - miasto (4)";2,52;
3204075;"Stepnica - obszar wiejski (5)";2,18;
3205000;"Powiat gryficki";56,44;
3205012;"Brojce (2)";3,49;
3205023;"Gryfice (3)";22,73;
3205024;"Gryfice - miasto (4)";15,34;
3205025;"Gryfice - obszar wiejski (5)";7,38;
3205032;"Karnice (2)";3,68;
3205043;"Płoty (3)";8,07;
3205044;"Płoty - miasto (4)";3,71;
3205045;"Płoty - obszar wiejski (5)";4,36;
3205072;"Rewal (2)";3,59;
3205083;"Trzebiatów (3)";14,87;
3205084;"Trzebiatów - miasto (4)";9,31;
3205085;"Trzebiatów - obszar wiejski (5)";5,56;
3206000;"Powiat gryfiński";76,96;
3206012;"Banie (2)";5,76;
3206023;"Cedynia (3)";3,93;
3206024;"Cedynia - miasto (4)";1,46;
3206025;"Cedynia - obszar wiejski (5)";2,47;
3206033;"Chojna (3)";13,09;
3206034;"Chojna - miasto (4)";7,32;
3206035;"Chojna - obszar wiejski (5)";5,78;
3206043;"Gryfino (3)";30,10;
3206044;"Gryfino - miasto (4)";19,69;
3206045;"Gryfino - obszar wiejski (5)";10,41;
3206053;"Mieszkowice (3)";6,50;
3206054;"Mieszkowice - miasto (4)";3,34;
3206055;"Mieszkowice - obszar wiejski (5)";3,16;
3206063;"Moryń (3)";4,11;
3206064;"Moryń - miasto (4)";1,62;
3206065;"Moryń - obszar wiejski (5)";2,49;
3206072;"Stare Czarnowo (2)";3,67;
3206083;"Trzcińsko-Zdrój (3)";4,80;
3206084;"Trzcińsko-Zdrój - miasto (4)";2,11;
3206085;"Trzcińsko-Zdrój - obszar wiejski (5)";2,69;
3206092;"Widuchowa (2)";4,98;
3207000;"Powiat kamieński";44,14;
3207013;"Dziwnów (3)";3,56;
3207014;"Dziwnów - miasto (4)";2,30;
3207015;"Dziwnów - obszar wiejski (5)";1,26;
3207023;"Golczewo (3)";5,50;
3207024;"Golczewo - miasto (4)";2,50;
3207025;"Golczewo - obszar wiejski (5)";3,00;
3207033;"Kamień Pomorski (3)";13,43;
3207034;"Kamień Pomorski - miasto (4)";8,29;
3207035;"Kamień Pomorski - obszar wiejski (5)";5,14;
3207043;"Międzyzdroje (3)";6,03;
3207044;"Międzyzdroje - miasto (4)";4,89;
3207045;"Międzyzdroje - obszar wiejski (5)";1,14;
3207052;"Świerzno (2)";3,97;
3207063;"Wolin (3)";11,65;
3207064;"Wolin - miasto (4)";4,64;
3207065;"Wolin - obszar wiejski (5)";7,01;
3208000;"Powiat kołobrzeski";76,72;
3208011;"Kołobrzeg (1)";43,43;
3208022;"Dygowo (2)";5,34;
3208033;"Gościno (3)";5,32;
3208034;"Gościno - miasto (4)";2,73;
3208035;"Gościno - obszar wiejski (5)";2,59;
3208042;"Kołobrzeg (2)";11,24;
3208052;"Rymań (2)";3,65;
3208062;"Siemyśl (2)";4,00;
3208072;"Ustronie Morskie (2)";3,74;
3209000;"Powiat koszaliński";64,45;
3209012;"Będzino (2)";8,55;
3209022;"Biesiekierz (2)";6,75;
3209033;"Bobolice (3)";8,25;
3209034;"Bobolice - miasto (4)";3,72;
3209035;"Bobolice - obszar wiejski (5)";4,53;
3209042;"Manowo (2)";5,74;
3209053;"Mielno (3)";4,63;
3209054;"Mielno - miasto (4)";2,74;
3209055;"Mielno - obszar wiejski (5)";1,89;
3209063;"Polanów (3)";8,00;
3209064;"Polanów - miasto (4)";2,82;
3209065;"Polanów - obszar wiejski (5)";5,18;
3209073;"Sianów (3)";13,97;
3209074;"Sianów - miasto (4)";6,56;
3209075;"Sianów - obszar wiejski (5)";7,41;
3209082;"Świeszyno (2)";8,56;
3210000;"Powiat myśliborski";62,22;
3210013;"Barlinek (3)";18,30;
3210014;"Barlinek - miasto (4)";12,94;
3210015;"Barlinek - obszar wiejski (5)";5,37;
3210022;"Boleszkowice (2)";2,74;
3210033;"Dębno (3)";19,34;
3210034;"Dębno - miasto (4)";12,89;
3210035;"Dębno - obszar wiejski (5)";6,45;
3210043;"Myślibórz (3)";18,54;
3210044;"Myślibórz - miasto (4)";10,35;
3210045;"Myślibórz - obszar wiejski (5)";8,18;
3210052;"Nowogródek Pomorski (2)";3,31;
3211000;"Powiat policki";85,92;
3211012;"Dobra (Szczecińska) (2)";30,06;
3211022;"Kołbaskowo (2)";15,32;
3211033;"Nowe Warpno (3)";1,52;
3211034;"Nowe Warpno - miasto (4)";1,05;
3211035;"Nowe Warpno - obszar wiejski (5)";0,47;
3211043;"Police (3)";39,02;
3211044;"Police - miasto (4)";29,63;
3211045;"Police - obszar wiejski (5)";9,40;
3212000;"Powiat pyrzycki";36,41;
3212012;"Bielice (2)";2,92;
3212022;"Kozielice (2)";2,36;
3212033;"Lipiany (3)";5,47;
3212034;"Lipiany - miasto (4)";3,80;
3212035;"Lipiany - obszar wiejski (5)";1,67;
3212042;"Przelewice (2)";4,48;
3212053;"Pyrzyce (3)";18,17;
3212054;"Pyrzyce - miasto (4)";11,82;
3212055;"Pyrzyce - obszar wiejski (5)";6,34;
3212062;"Warnice (2)";3,03;
3213000;"Powiat sławieński";52,90;
3213011;"Darłowo (1)";12,51;
3213021;"Sławno (1)";11,78;
3213032;"Darłowo (2)";7,60;
3213042;"Malechowo (2)";5,94;
3213052;"Postomino (2)";6,79;
3213062;"Sławno (2)";8,30;
3214000;"Powiat stargardzki";119,09;
3214011;"Stargard (1)";66,60;
3214023;"Chociwel (3)";5,47;
3214024;"Chociwel - miasto (4)";2,99;
3214025;"Chociwel - obszar wiejski (5)";2,48;
3214033;"Dobrzany (3)";4,51;
3214034;"Dobrzany - miasto (4)";2,16;
3214035;"Dobrzany - obszar wiejski (5)";2,35;
3214042;"Dolice (2)";7,06;
3214053;"Ińsko (3)";3,09;
3214054;"Ińsko - miasto (4)";1,77;
3214055;"Ińsko - obszar wiejski (5)";1,32;
3214062;"Kobylanka (2)";6,55;
3214082;"Marianowo (2)";2,89;
3214092;"Stara Dąbrowa (2)";3,54;
3214102;"Stargard (2)";15,32;
3214113;"Suchań (3)";4,06;
3214114;"Suchań - miasto (4)";1,39;
3214115;"Suchań - obszar wiejski (5)";2,67;
3215000;"Powiat szczecinecki";72,72;
3215011;"Szczecinek (1)";37,56;
3215023;"Barwice (3)";7,83;
3215024;"Barwice - miasto (4)";3,48;
3215025;"Barwice - obszar wiejski (5)";4,36;
3215033;"Biały Bór (3)";4,97;
3215034;"Biały Bór - miasto (4)";2,14;
3215035;"Biały Bór - obszar wiejski (5)";2,83;
3215043;"Borne Sulinowo (3)";9,21;
3215044;"Borne Sulinowo - miasto (4)";4,84;
3215045;"Borne Sulinowo - obszar wiejski (5)";4,37;
3215052;"Grzmiąca (2)";4,29;
3215062;"Szczecinek (2)";8,86;
3216000;"Powiat świdwiński";43,24;
3216011;"Świdwin (1)";14,55;
3216022;"Brzeżno (2)";2,57;
3216033;"Połczyn-Zdrój (3)";13,72;
3216034;"Połczyn-Zdrój - miasto (4)";7,24;
3216035;"Połczyn-Zdrój - obszar wiejski (5)";6,48;
3216042;"Rąbino (2)";3,27;
3216052;"Sławoborze (2)";3,80;
3216062;"Świdwin (2)";5,32;
3217000;"Powiat wałecki";50,00;
3217011;"Wałcz (1)";23,58;
3217023;"Człopa (3)";4,55;
3217024;"Człopa - miasto (4)";2,16;
3217025;"Człopa - obszar wiejski (5)";2,39;
3217033;"Mirosławiec (3)";5,33;
3217034;"Mirosławiec - miasto (4)";3,02;
3217035;"Mirosławiec - obszar wiejski (5)";2,31;
3217043;"Tuczno (3)";4,46;
3217044;"Tuczno - miasto (4)";1,78;
3217045;"Tuczno - obszar wiejski (5)";2,68;
3217052;"Wałcz (2)";12,09;
3218000;"Powiat łobeski";33,39;
3218013;"Dobra (3)";3,85;
3218014;"Dobra - miasto (4)";2,02;
3218015;"Dobra - obszar wiejski (5)";1,83;
3218023;"Łobez (3)";12,81;
3218024;"Łobez - miasto (4)";9,52;
3218025;"Łobez - obszar wiejski (5)";3,29;
3218032;"Radowo Małe (2)";3,19;
3218043;"Resko (3)";7,23;
3218044;"Resko - miasto (4)";3,89;
3218045;"Resko - obszar wiejski (5)";3,34;
3218053;"Węgorzyno (3)";6,32;
3218054;"Węgorzyno - miasto (4)";2,63;
3218055;"Węgorzyno - obszar wiejski (5)";3,69;
3261000;"Powiat m. Koszalin";105,54;
3261011;"Koszalin (1)";105,54;
3262000;"Powiat m. Szczecin";389,07;
3262011;"Szczecin (1)";389,07;
3263000;"Powiat m. Świnoujście";38,90;
3263011;"Świnoujście (1)";38,90;
